Wall time,Step,Value
1741886362.465539,364000,-1.5
1741886363.1345909,365000,-12.666666984558105
1741886363.866387,366000,5.0
1741886365.3501842,368000,0.0
1741886366.0992637,369000,0.0
1741886366.864835,370000,-0.5
1741886368.3621814,372000,-8.0
1741886368.9723065,373000,-2.0
1741886369.7672904,374000,-4.5
1741886371.2659767,376000,-56.0
1741886372.0175295,377000,-48.5
1741886372.67232,378000,-0.5
1741886374.1868095,380000,-0.5
1741886374.8623445,381000,-30.5
1741886375.6529598,382000,-39.5
1741886378.6150568,386000,-0.25
1741886380.0207195,388000,-7.166666507720947
1741886380.7875504,389000,-0.3333333432674408
1741886381.6622376,390000,0.0
1741886384.4651997,394000,-63.0
1741886385.9681842,396000,-20.0
1741886386.730487,397000,-3.8333332538604736
1741886387.4832137,398000,-17.83333396911621
1741886390.4053717,402000,-39.0
1741886391.9621472,404000,-0.5
1741886392.6899786,405000,-39.66666793823242
1741886393.4848335,406000,-9.833333015441895
1741886396.4919763,410000,0.0
1741886398.0089345,412000,-34.0
1741886398.7593277,413000,-0.5
1741886399.4787927,414000,-10.875
1741886402.6267207,418000,0.0
1741886404.1333296,420000,-49.5
1741886404.8677619,421000,-36.16666793823242
1741886405.5840774,422000,-2.6666667461395264
1741886408.5269902,426000,-16.5
1741886410.0052907,428000,-5.5
1741886410.7279081,429000,0.0
1741886411.5010264,430000,-4.75
1741886412.245057,431000,-1.0
1741886414.4996235,434000,-74.5
1741886415.9335883,436000,-3.5
1741886416.6094894,437000,-12.833333015441895
1741886417.3674657,438000,0.0
1741886418.13143,439000,0.0
1741886420.3755264,442000,-0.5
1741886421.8928034,444000,-3.0
1741886422.6303616,445000,-3.0
1741886423.3204668,446000,-59.5
1741886424.081089,447000,-18.5
1741886426.335063,450000,-0.5
1741886427.1276522,451000,-1.0
1741886427.861568,452000,-7.5
1741886428.4972405,453000,-19.66666603088379
1741886429.2634957,454000,-1.0
1741886430.040727,455000,-6.0
1741886432.253457,458000,-2.3333332538604736
1741886433.0134213,459000,-0.5
1741886433.6851816,460000,0.0
1741886435.1654434,462000,0.0
1741886435.92916,463000,-2.5
1741886436.6991959,464000,4.5
1741886438.1803234,466000,-27.0
1741886438.943536,467000,1.25
1741886439.8202162,468000,-0.75
1741886441.2908096,470000,0.0
1741886442.1010344,471000,-32.16666793823242
1741886442.819944,472000,-21.5
1741886444.9789624,475000,0.0
1741886445.7440534,476000,-2.5
1741886447.163011,478000,-2.5
1741886447.9177606,479000,1.3333333730697632
1741886448.5241394,480000,-0.5
1741886450.8948293,483000,-18.0
1741886451.6648095,484000,-0.5
1741886452.4244561,485000,4.5
1741886453.172853,486000,-0.25
1741886453.9060311,487000,-32.5
1741886454.6525047,488000,-26.66666603088379
1741886456.8730884,491000,-33.0
1741886458.324279,493000,-10.5
1741886459.1091988,494000,-1.75
1741886459.8917797,495000,0.0
1741886460.6820831,496000,-1.5
1741886462.939965,499000,-0.25
